Rank,playerId,playerImageId,Player,playerFullName,pos,teamImageId,teamName,teamShortName,teamAbbrevName,newestTeamId,newestTeam,newestTeamColor,newestLeagueId,newestLeague,optaPersonId,firstName,lastName,Position,GM,Min,Age,TopSpeed,DistanceRun,WalkDist,JogDist,RunDist,HiSpeedRunDist,SprintDist,WalkCount,JogCount,RunCount,HiSpeedRunCount,SprintCount
58,6f8kp6i2qgcnytbkr3tpqhrai,777012,H. Layous,Hisham Layous,Left Midfielder,1007,Maccabi Tel Aviv,Maccabi TA,MTA,ealjallt13942jb2q2hk4buxa,Maccabi Tel Aviv,#FFFF00,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,488571,Hisham,Layous,Left Midfielder,8.00,451.00,23.00,9.01,54605.00,14090.00,27326.00,7688.20,3170.20,1298.10,2735.00,3227.00,574.00,192.00,61.00
58,7yoti49up7torl5o9f6ah69yh,286146,A. Azugi,Alon Azugi,Right Back,2357,Maccabi Petah Tikva,M Petah Tikva,MPT,salasr5qer65t60k1e4c0vxf,Maccabi Petah Tikva,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,463654,Alon,Azugi,Right Back,8.00,592.00,25.00,8.47,66306.00,18355.00,32391.00,9263.60,3811.90,1308.40,3243.00,3706.00,703.00,225.00,61.00
58,apa3n5f74mjwud9c7cujafs6i,,Y. Lugasi,Yadin Lugasi,Central Midfielder,14142,Hapoel Hadera,Hapoel Hadera,HAD,c99ke5wvxc8gjsn1mt4n6y38v,Hapoel Hadera,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,491440,Yadin,Lugasi,Central Midfielder,9.00,383.00,25.00,8.50,52776.00,11246.00,27052.00,8928.90,3352.90,1198.00,2154.00,2917.00,681.00,205.00,61.00
62,d1kheewytl0gmg4h9ot47um3u,688560,S. Nahmani,Stav Nahmani,Centre Forward,1942,Ashdod,Ashdod,ASH,3xbrfd77vj0zi8vbrnwqz54z,Ashdod,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,512259,Stav,Nahmani,Centre Forward,8.00,514.00,22.00,9.10,58631.00,15802.00,29841.00,7881.60,2952.20,1103.60,2709.00,3227.00,617.00,194.00,60.00
63,10va1tucy0kb83wllaudp7e95,481121,Pedr茫o,Pedr茫o,Central Defender,491,Maccabi Haifa,M Haifa,MHA,bglyqy0awtu6lzvpab390rir2,Maccabi Haifa,#008000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,222836,Pedro Henrique,de Oliveira Correia,Central Defender,8.00,720.00,27.00,8.37,80428.00,22839.00,41236.00,10091.00,3758.30,1203.80,3692.00,4329.00,773.00,230.00,59.00
64,kc3wmrtfwhvbpq70g4kf66dx,253406,S. Jehezkel,Sagiv Yehezkel,Right Back,1007,Maccabi Tel Aviv,Maccabi TA,MTA,ealjallt13942jb2q2hk4buxa,Maccabi Tel Aviv,#FFFF00,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,184659,Sagiv,Yehezkel,Right Back,5.00,364.00,29.00,8.80,41451.00,11175.00,19877.00,5716.60,2679.40,1247.50,1999.00,2317.00,427.00,152.00,58.00
64,6sod0mcgu50ftrc6dyqqam85x,255408,N. Sabag,Naor Sabag,Defensive Midfielder,3183,Hapoel Haifa,H Haifa,HHA,7cd60mgte8skipavum0o6ecyo,Hapoel Haifa,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,229042,Naor,Sabag,Defensive Midfielder,9.00,733.00,31.00,8.13,82726.00,23893.00,40522.00,11345.00,4498.00,974.10,4182.00,4768.00,882.00,286.00,58.00
64,40tbeoz8aoa5cl6lrlpkkrdgp,539565,I. Shviro,Itamar Shviro,Centre Forward,2787,Maccabi Netanya,M Netanya,MNT,6j9xcfzg0gp8j84yaoidmspaw,Maccabi Netanya,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,433677,Itamar,Shviro,Centre Forward,8.00,345.00,26.00,8.66,40643.00,11196.00,20526.00,4862.30,2219.50,1118.70,1992.00,2297.00,358.00,134.00,58.00
64,8mrej7ty4wu9nxkf64bb1h5d6,288666,Jardel,Jardel,Centre Forward,2788,Ironi Kiryat Shmona,Kiryat Shmona,IKS,e2ryr6aied781hzc7hx9yntk8,Ironi Kiryat Shmona,#D3D3D3,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,246106,Esmiraldo,S谩燿a Silva,Centre Forward,8.00,376.00,27.00,8.96,42515.00,12739.00,20538.00,5272.80,2100.50,1101.00,2155.00,2332.00,411.00,129.00,58.00
64,92jmlo5muhda13fzwddweitxw,887922,N. Muche,Noam Muche,Centre Attacking Midfielder,1942,Ashdod,Ashdod,ASH,3xbrfd77vj0zi8vbrnwqz54z,Ashdod,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,560726,Noam,Muche,Centre Attacking Midfielder,9.00,450.00,21.00,8.65,59585.00,12214.00,30393.00,10368.00,4212.30,1204.00,2388.00,3202.00,809.00,268.00,58.00
69,c15aqzcdrcuexaxk6stbidn85,234904,I. Shoolmayster,Itzik Shoolmayster,Left Wing Back,14142,Hapoel Hadera,Hapoel Hadera,HAD,c99ke5wvxc8gjsn1mt4n6y38v,Hapoel Hadera,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,234943,Itzik,Shoolmayster,Left Wing Back,7.00,511.00,27.00,8.95,62145.00,15076.00,33222.00,8076.30,3453.40,1167.90,3108.00,3692.00,616.00,225.00,57.00
69,ed5h5unlqyk1p83o92yfelzhl,487872,M. Gantus,Maroun Gantus,Left Centre Back,2789,Bnei Sakhnin,Sakhnin,BNS,54hbubv11m3ygghs51uperow9,Bnei Sakhnin,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,234880,Maroun,Gantus,Left Centre Back,9.00,575.00,28.00,8.67,66277.00,19320.00,34386.00,7607.80,2773.40,1067.10,3426.00,3714.00,580.00,184.00,57.00
69,5vdl6vrqi5zfv3ur364yzv85w,1022656,E. Agyei,Emmanuel Agyei,Central Midfielder,1942,Ashdod,Ashdod,ASH,3xbrfd77vj0zi8vbrnwqz54z,Ashdod,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,642697,Emmanuel,Agyei,Central Midfielder,8.00,672.00,20.00,8.65,81852.00,19373.00,43107.00,12454.00,4215.50,1082.80,3764.00,4914.00,963.00,239.00,57.00
72,ebh7z1ffyix180f2twk9g2jth,216315,E. Henty,Ezekiel Henty,Centre Forward,16514,Maccabi Bnei Raina,Bnei Raina,RNA,bvgvmydv5tuf6lxvwvuwbrfje,Maccabi Bnei Raina,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,166119,Ezekiel,Henty,Centre Forward,9.00,527.00,31.00,8.89,56818.00,18399.00,27224.00,6352.50,2820.30,1038.70,3072.00,3201.00,494.00,177.00,56.00
72,e0uiuemhng2qf09aolydaub8q,846796,S. Tagi,Sahar Tagi,Central Midfielder,2787,Maccabi Netanya,M Netanya,MNT,6j9xcfzg0gp8j84yaoidmspaw,Maccabi Netanya,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,590895,Sahar,Tagi,Central Midfielder,7.00,463.00,24.00,8.56,58762.00,13237.00,29043.00,10117.00,4034.20,1226.00,2498.00,3251.00,789.00,249.00,56.00
74,dk32std1868r3y6wfs9nwahud,192509,P. Galabov,Plamen Galabov,Right Centre Back,2357,Maccabi Petah Tikva,M Petah Tikva,MPT,salasr5qer65t60k1e4c0vxf,Maccabi Petah Tikva,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,194701,Plamen,Galabov,Right Centre Back,10.00,866.00,29.00,8.77,97810.00,26752.00,51412.00,12599.00,4093.50,1179.40,5308.00,6171.00,991.00,259.00,55.00
75,4x7028jq272nhqkcltmmgs91x,164530,M. George,Mayron George,Centre Forward,469,Beitar Jerusalem,Beitar,BJM,cx0rucvdzkg1yd00vrueu2u7,Beitar Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,193046,Mayron,George,Centre Forward,10.00,546.00,31.00,8.88,49012.00,19182.00,20810.00,4851.50,2239.90,1127.50,2687.00,2544.00,364.00,135.00,54.00
75,66myjif4rplebci7n00s4pwid,288038,M. Hozez,Matan Hozez,Right Attacking Midfielder,15112,Hapoel Jerusalem,H Jerusalem,HJM,ehmuu62daxvzhvn2wfoe9t86y,Hapoel Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,234794,Matan,Hozez,Right Attacking Midfielder,9.00,536.00,28.00,8.90,65551.00,17843.00,31800.00,9417.70,4078.40,1234.70,2946.00,3405.00,724.00,270.00,54.00
75,8t2kws8ypu1l6zbcuinkjw4mi,534495,G. Cohen,Gil Cohen,Left Back,469,Beitar Jerusalem,Beitar,BJM,cx0rucvdzkg1yd00vrueu2u7,Beitar Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,463567,Gil,Cohen,Left Back,8.00,615.00,24.00,8.85,64127.00,19985.00,32184.00,7227.00,2576.40,1098.20,3195.00,3536.00,555.00,163.00,54.00
75,o4td8qsz55jn4kil1qtg0d1w,902922,N. Yehoshua,Niv Yehoshua,Central Midfielder,2357,Maccabi Petah Tikva,M Petah Tikva,MPT,salasr5qer65t60k1e4c0vxf,Maccabi Petah Tikva,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,579147,Niv,Yehoshua,Central Midfielder,10.00,799.00,19.00,8.24,102873.00,23495.00,53496.00,16895.00,5965.00,1088.00,4698.00,6059.00,1315.00,373.00,54.00
75,a9sc95fhmprfebqqhobbeo7is,920670,I. Feingold,Ilay Feingold,Right Back,491,Maccabi Haifa,M Haifa,MHA,bglyqy0awtu6lzvpab390rir2,Maccabi Haifa,#008000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,582492,Ilay,Feingold,Right Back,8.00,593.00,20.00,8.74,68348.00,18030.00,35392.00,9206.70,3560.00,903.80,3424.00,4009.00,714.00,232.00,54.00
80,ahu1bvpqh5ag2jjxko5xx7pbd,171274,E. Yao,Eloge Yao,Right Back,15112,Hapoel Jerusalem,H Jerusalem,HJM,ehmuu62daxvzhvn2wfoe9t86y,Hapoel Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,160855,Eloge,Yao,Right Back,5.00,416.00,28.00,9.17,45656.00,13485.00,22230.00,5521.30,2349.80,1208.30,2656.00,2694.00,433.00,144.00,53.00
80,f1jk2tqumutelh2ym21v5beuh,236408,J. Duin,Jelle Duin,Centre Forward,15112,Hapoel Jerusalem,H Jerusalem,HJM,ehmuu62daxvzhvn2wfoe9t86y,Hapoel Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,233652,Jelle,Duin,Centre Forward,6.00,430.00,25.00,8.69,49574.00,14020.00,24273.00,6372.00,2885.50,1124.40,2578.00,2832.00,478.00,178.00,53.00
80,ehzcdtht7vyekwm7k95lid990,897606,A. Salman,Ahmad Salman,Left Attacking Midfielder,2789,Bnei Sakhnin,Sakhnin,BNS,54hbubv11m3ygghs51uperow9,Bnei Sakhnin,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,549485,Ahmad,Salman,Left Attacking Midfielder,8.00,500.00,20.00,8.23,57845.00,13446.00,29815.00,9023.90,3467.70,1019.70,2486.00,3174.00,684.00,217.00,53.00
80,a3969dlycbg8g84qor7wf3q50,902934,Y. Levi,Yarin Levi,Central Midfielder,469,Beitar Jerusalem,Beitar,BJM,cx0rucvdzkg1yd00vrueu2u7,Beitar Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,579139,Yarin,Levi,Central Midfielder,10.00,805.00,19.00,8.28,95493.00,24457.00,47669.00,15665.00,4925.70,992.70,4449.00,5514.00,1265.00,302.00,53.00
80,afj5u37835t1dkagjc9jmxppm,846119,O. Bilu,Oz Bilu,Right Attacking Midfielder,2787,Maccabi Netanya,M Netanya,MNT,6j9xcfzg0gp8j84yaoidmspaw,Maccabi Netanya,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,512415,Oz,Bilu,Right Attacking Midfielder,8.00,270.00,23.00,9.12,34994.00,8492.50,17380.00,5046.60,2283.00,1144.00,1621.00,1905.00,382.00,135.00,53.00
85,6b3l1e5cn1ycog97nxegnb10p,320104,G. Kanichowsky,Gabi Kanichowsky,Central Midfielder,1007,Maccabi Tel Aviv,Maccabi TA,MTA,ealjallt13942jb2q2hk4buxa,Maccabi Tel Aviv,#FFFF00,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,433710,Gabi,Kanichowsky,Central Midfielder,10.00,763.00,27.00,8.12,92919.00,23131.00,47379.00,14783.00,4994.20,1058.80,3979.00,4954.00,1098.00,319.00,52.00
85,ju8xnjfhdy2ksx8ql69nz651,253401,D. Hugi,Dor Hugi,Left Attacking Midfielder,3183,Hapoel Haifa,H Haifa,HHA,7cd60mgte8skipavum0o6ecyo,Hapoel Haifa,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,199175,Dor,Hugi,Left Attacking Midfielder,10.00,499.00,29.00,8.90,56552.00,17005.00,26165.00,8197.20,3279.90,949.90,2522.00,2895.00,635.00,201.00,52.00
85,atnvw7p7jdqbhscbipsxjaymt,278194,O. Biton,Oren Biton,Left Back,3183,Hapoel Haifa,H Haifa,HHA,7cd60mgte8skipavum0o6ecyo,Hapoel Haifa,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,234840,Oren,Biton,Left Back,6.00,540.00,30.00,8.46,60943.00,17861.00,29890.00,8075.60,3063.50,933.60,3185.00,3602.00,644.00,192.00,52.00
88,crdmczlhynym2z1adqlbt853p,286651,F. Mayembo,Fernand Mayembo,Left Centre Back,3183,Hapoel Haifa,H Haifa,HHA,7cd60mgte8skipavum0o6ecyo,Hapoel Haifa,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,235708,Fernand,Mayembo,Left Centre Back,10.00,850.00,28.00,8.14,86982.00,28201.00,45402.00,8626.00,2365.90,911.50,5258.00,5390.00,687.00,137.00,51.00
88,7cb83xffdcj48ul18gs8a0kmi,732385,E. Azoulay,Ethane Azoulay,Central Midfielder,491,Maccabi Haifa,M Haifa,MHA,bglyqy0awtu6lzvpab390rir2,Maccabi Haifa,#008000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,512603,Ethane,Azoulay,Central Midfielder,9.00,320.00,22.00,9.27,42423.00,9749.70,22010.00,6229.40,2654.90,993.70,2038.00,2427.00,480.00,174.00,51.00
90,b1aao6f1gdguppisse26rv8q1,490217,E. Peretz,Eliel Peretz,Central Midfielder,3012,Hapoel Be'er Sheva,H Be'er Sheva,HBS,9ppjmek1r3tb9yddebneaxj7i,Hapoel Be'er Sheva,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,228215,Eliel,Peretz,Central Midfielder,8.00,568.00,27.00,8.16,66018.00,16322.00,32537.00,10790.00,4191.60,934.50,3030.00,3787.00,826.00,270.00,50.00
90,20btjwbhh62sriw4066x98a5m,828451,D. Turgeman,Dor Turgeman,Centre Forward,1007,Maccabi Tel Aviv,Maccabi TA,MTA,ealjallt13942jb2q2hk4buxa,Maccabi Tel Aviv,#FFFF00,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,511614,Dor,Turgeman,Centre Forward,7.00,460.00,21.00,9.14,50060.00,16019.00,24009.00,5606.00,2591.90,1015.80,2462.00,2686.00,410.00,159.00,50.00
90,7325707ux37kjr6yllc64k8wk,925617,H. Addo,Henry Addo,Left Attacking Midfielder,1007,Maccabi Tel Aviv,Maccabi TA,MTA,ealjallt13942jb2q2hk4buxa,Maccabi Tel Aviv,#FFFF00,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,568209,Henry,Addo,Left Attacking Midfielder,6.00,370.00,21.00,8.97,41026.00,11418.00,19774.00,5675.70,2386.70,979.60,2096.00,2421.00,428.00,153.00,50.00
93,4gglrx5t4kgdqqc51tgfjgz4l,287069,A. Seck,Abdoulaye Seck,Right Centre Back,491,Maccabi Haifa,M Haifa,MHA,bglyqy0awtu6lzvpab390rir2,Maccabi Haifa,#008000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,245741,Abdoulaye,Seck,Right Centre Back,7.00,617.00,32.00,9.00,61081.00,20056.00,30329.00,6453.20,2394.40,895.40,3120.00,3335.00,515.00,129.00,49.00
93,83krv4xlkpr3b2wlgqr1rm54a,,F. Abu Akel,Feras Abu Akel,Defensive Midfielder,18909,Ironi Tiberias,I Tiberias,ITB,8k3kbfzfqi2senhosaaimvgjm,Ironi Tiberias,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,491396,Feras,Abu Akel,Defensive Midfielder,10.00,741.00,27.00,8.49,93533.00,20470.00,49881.00,15069.00,5333.90,998.80,4097.00,5464.00,1202.00,334.00,49.00
95,5mx47tgy848kn9rhelvdjqad,140439,H. Elhamed,Hatem Elhamed,Defensive Midfielder,18909,Ironi Tiberias,I Tiberias,ITB,8k3kbfzfqi2senhosaaimvgjm,Ironi Tiberias,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,95478,Hatem,Elhamed,Defensive Midfielder,7.00,539.00,33.00,8.23,62860.00,17167.00,32637.00,8410.50,2728.30,845.70,2918.00,3495.00,672.00,164.00,48.00
95,f3tryo4j786kmubzmu4bl3rvt,179547,Heriberto Tavares,Heriberto Tavares,Left Attacking Midfielder,2787,Maccabi Netanya,M Netanya,MNT,6j9xcfzg0gp8j84yaoidmspaw,Maccabi Netanya,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,250685,Heriberto Moreno,Borges Tavares,Left Attacking Midfielder,7.00,300.00,27.00,8.44,39552.00,8505.10,19978.00,6573.60,2802.50,931.50,1778.00,2288.00,468.00,179.00,48.00
95,4z235mb5l649ikl79q2j23zkl,169645,A. Ciss茅,Abdoulaye Ciss茅,Central Midfielder,14142,Hapoel Hadera,Hapoel Hadera,HAD,c99ke5wvxc8gjsn1mt4n6y38v,Hapoel Hadera,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,199872,Abdoulaye,Ciss茅,Central Midfielder,9.00,675.00,28.00,8.94,78356.00,20176.00,41456.00,10735.00,3560.30,1011.30,3755.00,4682.00,855.00,229.00,48.00
95,cpadwe7ytnhn7je6a4co5hg4p,611751,M. Levi,Maor Levi,Central Midfielder,2787,Maccabi Netanya,M Netanya,MNT,6j9xcfzg0gp8j84yaoidmspaw,Maccabi Netanya,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,512258,Maor,Levi,Central Midfielder,10.00,577.00,24.00,8.12,75867.00,16574.00,37484.00,14052.00,5449.60,812.60,3384.00,4271.00,1109.00,325.00,48.00
95,3wnbr48t2n3y7djzpz9lu309g,953267,G. Deznet,Guy Deznet,Right Back,2357,Maccabi Petah Tikva,M Petah Tikva,MPT,salasr5qer65t60k1e4c0vxf,Maccabi Petah Tikva,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,579160,Guy,Deznet,Right Back,7.00,227.00,19.00,9.14,29762.00,7279.90,14508.00,4257.20,2177.10,948.00,1454.00,1691.00,330.00,128.00,48.00
95,8265j3n3u9x2k3ycjxyyfjx90,,I. Ransom Jidechukwu,Ibeh Ransom Jidechukwu,Centre Forward,15112,Hapoel Jerusalem,H Jerusalem,HJM,ehmuu62daxvzhvn2wfoe9t86y,Hapoel Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,607073,Ibeh,Ransom Jidechukwu,Centre Forward,9.00,380.00,21.00,9.02,45795.00,12614.00,22725.00,6132.90,2583.20,897.20,2164.00,2540.00,464.00,162.00,48.00
101,c2wggnv99gy89ksj7djshjf85,146798,V. N'Simba,Vital N'Simba,Left Back,491,Maccabi Haifa,M Haifa,MHA,bglyqy0awtu6lzvpab390rir2,Maccabi Haifa,#008000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,214244,Vital,N'Simba,Left Back,7.00,435.00,31.00,9.02,48037.00,13020.00,24883.00,6074.90,2345.80,960.30,2158.00,2558.00,464.00,146.00,47.00
101,8am2h5qc7296fima2r4wam63u,525184,J. Marcelin,Jean Marcelin,Right Centre Back,469,Beitar Jerusalem,Beitar,BJM,cx0rucvdzkg1yd00vrueu2u7,Beitar Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,442261,Jean,Marcelin,Right Centre Back,9.00,764.00,24.00,8.35,82268.00,24895.00,42994.00,8749.40,3377.60,892.80,4364.00,4694.00,683.00,205.00,47.00
101,bcu9c5j8rv82z0tqigmfup23t,243338,I. Nachmias,Idan Nachmias,Right Back,1007,Maccabi Tel Aviv,Maccabi TA,MTA,ealjallt13942jb2q2hk4buxa,Maccabi Tel Aviv,#FFFF00,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,433682,Idan,Nachmias,Right Back,6.00,340.00,27.00,8.65,42568.00,10778.00,21951.00,5792.60,2376.80,864.80,2231.00,2552.00,435.00,149.00,47.00
104,b7ri94n62dr73s1hb10br7lrd,285908,Lucas Ventura,Lucas Ventura,Defensive Midfielder,3012,Hapoel Be'er Sheva,H Be'er Sheva,HBS,9ppjmek1r3tb9yddebneaxj7i,Hapoel Be'er Sheva,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,245802,Lucas,de Souza Ventura,Defensive Midfielder,8.00,712.00,26.00,8.44,80494.00,22288.00,41975.00,10464.00,3475.90,953.50,3651.00,4451.00,817.00,211.00,46.00
104,3xj4igbzlq68uapr4bhxmv1sl,270035,L. 艩tor,Luka Stor,Centre Forward,2357,Maccabi Petah Tikva,M Petah Tikva,MPT,salasr5qer65t60k1e4c0vxf,Maccabi Petah Tikva,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,430130,Luka,Stor,Centre Forward,8.00,247.00,26.00,8.43,32877.00,8574.60,15798.00,4614.40,2319.30,927.10,1650.00,1800.00,364.00,147.00,46.00
104,f48qh7o615ycoub202i9mklp1,295495,I. Abu Abaid,Iyad Abu Abaid,Right Centre Back,2789,Bnei Sakhnin,Sakhnin,BNS,54hbubv11m3ygghs51uperow9,Bnei Sakhnin,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,202581,Iyad,Abu Abaid,Right Centre Back,8.00,639.00,29.00,8.81,73627.00,20041.00,38829.00,9417.30,3064.90,903.40,4086.00,4667.00,741.00,197.00,46.00
104,5mzh1ji7che42jnagg6xdqz11,276100,A. Mahamid,Anas Mahamid,Centre Forward,2357,Maccabi Petah Tikva,M Petah Tikva,MPT,salasr5qer65t60k1e4c0vxf,Maccabi Petah Tikva,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,234946,Anas,Mahamid,Centre Forward,8.00,543.00,26.00,8.88,60758.00,16975.00,30331.00,8312.80,3059.70,917.10,3157.00,3641.00,648.00,179.00,46.00
104,6nq9c3imrlsivsewak8nen816,,S. Rosen,Shahar Rosen,Left Back,1942,Ashdod,Ashdod,ASH,3xbrfd77vj0zi8vbrnwqz54z,Ashdod,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,607258,Shahar,Rosen,Left Back,6.00,369.00,22.00,8.40,44440.00,10745.00,22546.00,6762.00,2610.20,891.00,2080.00,2596.00,496.00,166.00,46.00
104,8815v1zug9oi6djd67bsp55w4,,Y. Mordechai,Yair Mordechai,Left Attacking Midfielder,2788,Ironi Kiryat Shmona,Kiryat Shmona,IKS,e2ryr6aied781hzc7hx9yntk8,Ironi Kiryat Shmona,#D3D3D3,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,591187,Yair,Mordechai,Left Attacking Midfielder,10.00,365.00,21.00,9.21,50076.00,11914.00,25188.00,8022.40,3118.20,917.70,2228.00,2786.00,606.00,193.00,46.00
110,8n0ov984xk1bd857ihgxsb36d,221058,G. Hadida,Guy Hadida,Centre Attacking Midfielder,16514,Maccabi Bnei Raina,Bnei Raina,RNA,bvgvmydv5tuf6lxvwvuwbrfje,Maccabi Bnei Raina,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,234973,Guy,Hadida,Centre Attacking Midfielder,10.00,720.00,29.00,8.07,88862.00,23279.00,42519.00,15158.00,5242.40,963.70,4265.00,5117.00,1217.00,315.00,45.00
110,8wton6upqwabd2kisbvzxuhre,702195,S. Bangoura,S茅kou Bangoura,Central Midfielder,2788,Ironi Kiryat Shmona,Kiryat Shmona,IKS,e2ryr6aied781hzc7hx9yntk8,Ironi Kiryat Shmona,#D3D3D3,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,482193,S茅kou,Bangoura,Central Midfielder,8.00,650.00,22.00,8.70,75305.00,18651.00,41724.00,9781.00,2876.40,902.60,3626.00,4520.00,745.00,163.00,45.00
110,v4skry3zi4tmdufc8680pduy,583480,M. Zalka,Menashe Zalka,Central Midfielder,14142,Hapoel Hadera,Hapoel Hadera,HAD,c99ke5wvxc8gjsn1mt4n6y38v,Hapoel Hadera,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,463613,Menashe,Zalka,Central Midfielder,8.00,565.00,34.00,8.70,66357.00,17391.00,35368.00,8588.30,2909.70,841.50,3673.00,4337.00,678.00,176.00,45.00
110,57ecfqy5flkxsouk5mobswh04,938002,M. Ndzie,Martin Ndzie,Central Midfielder,1942,Ashdod,Ashdod,ASH,3xbrfd77vj0zi8vbrnwqz54z,Ashdod,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,568766,Martin,Ndzie,Central Midfielder,10.00,855.00,21.00,8.06,93808.00,29327.00,46155.00,12307.00,3523.10,848.60,5010.00,5516.00,947.00,216.00,45.00
110,e6g14ckye86ly6nybigtj2gb8,,L. Eissat,Lisav Eissat,Left Centre Back,14142,Hapoel Hadera,Hapoel Hadera,HAD,c99ke5wvxc8gjsn1mt4n6y38v,Hapoel Hadera,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,592955,Lisav,Eissat,Left Centre Back,7.00,630.00,19.00,8.93,63949.00,21339.00,32448.00,6004.80,2128.60,926.40,3966.00,4003.00,486.00,133.00,45.00
115,czlf1kiqdfepc61hwfutoydqs,844028,Weslley Patati,Weslley Patati,Right Attacking Midfielder,1007,Maccabi Tel Aviv,Maccabi TA,MTA,ealjallt13942jb2q2hk4buxa,Maccabi Tel Aviv,#FFFF00,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,560551,Weslley,Pinto Batista,Right Attacking Midfielder,8.00,287.00,21.00,8.55,37574.00,8652.60,19041.00,5903.40,2447.40,825.10,1608.00,2042.00,462.00,145.00,44.00
116,5a5x3b7593nua3iscmcl8tfqh,487037,O. Baco,Ondrej Baco,Left Centre Back,18909,Ironi Tiberias,I Tiberias,ITB,8k3kbfzfqi2senhosaaimvgjm,Ironi Tiberias,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,240553,Ondrej,Baco,Left Centre Back,10.00,895.00,28.00,8.59,94329.00,30298.00,49055.00,9300.30,3221.60,861.10,5491.00,5859.00,733.00,186.00,43.00
116,4eni579noyjud6365u44dl6qy,846253,S. Kani,Silva Kani,Right Attacking Midfielder,469,Beitar Jerusalem,Beitar,BJM,cx0rucvdzkg1yd00vrueu2u7,Beitar Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,508389,Silva,Kani,Right Attacking Midfielder,9.00,174.00,21.00,9.65,25380.00,6659.60,12124.00,3507.80,1485.80,1127.00,1201.00,1353.00,260.00,86.00,43.00
